Date,Temperature,Humidity,WeatherCondition
2016-11-18,19.7,79.1,Rainy
2016-11-19,19.7,75.0,Rainy
2016-11-20,16.6,56.5,Sunny
2016-11-21,24.1,56.7,Sunny
2016-11-22,17.4,45.1,Cloudy
2016-11-23,18.4,61.4,Sunny
2016-11-24,26.7,62.5,Sunny
2016-11-25,16.6,54.6,Cloudy
2016-11-26,18.2,51.3,Sunny
2016-11-27,16.1,67.5,Sunny
2016-11-28,21.5,48.9,Sunny
2016-11-29,14.4,57.1,Sunny
2016-11-30,22.9,69.0,Sunny
2016-12-01,18.3,65.0,Cloudy
2016-12-02,21.9,54.3,Sunny
2016-12-03,22.8,64.7,Sunny
2016-12-04,20.9,62.8,Sunny
2016-12-05,23.9,56.3,Sunny
2016-12-06,21.6,48.3,Sunny
2016-12-07,25.4,59.5,Sunny
2016-12-08,17.7,51.6,Cloudy
2016-12-09,20.2,73.7,Sunny
2016-12-10,30.1,57.3,Sunny
2016-12-11,21.8,62.9,Sunny
2016-12-12,23.2,74.9,Sunny
2016-12-13,21.4,58.5,Sunny
2016-12-14,25.5,58.0,Sunny
2016-12-15,23.8,30.6,Sunny
2016-12-16,27.9,57.6,Sunny
2016-12-17,19.7,64.1,Cloudy
2016-12-18,25.4,54.7,Cloudy
2016-12-19,24.9,65.1,Cloudy
2016-12-20,21.5,82.2,Rainy
2016-12-21,24.4,67.5,Sunny
2016-12-22,23.8,64.5,Sunny
2016-12-23,19.9,75.0,Rainy
2016-12-24,15.1,75.0,Rainy
2016-12-25,19.6,56.9,Sunny
2016-12-26,22.1,66.1,Cloudy
2016-12-27,22.0,51.8,Sunny
2016-12-28,19.5,75.8,Rainy
2016-12-29,17.2,52.4,Cloudy
2016-12-30,24.6,53.7,Sunny
2016-12-31,24.5,58.1,Cloudy
2017-01-01,17.4,58.7,Sunny
2017-01-02,22.2,62.8,Cloudy
2017-01-03,19.4,63.4,Sunny
2017-01-04,12.9,61.8,Sunny
2017-01-05,20.1,61.9,Sunny
2017-01-06,24.4,50.3,Sunny
2017-01-07,22.7,73.7,Sunny
2017-01-08,23.2,54.9,Cloudy
2017-01-09,14.5,75.0,Rainy
2017-01-10,20.4,61.5,Sunny
2017-01-11,20.1,60.2,Cloudy
2017-01-12,21.0,61.6,Sunny
2017-01-13,17.4,86.3,Rainy
2017-01-14,18.0,51.8,Sunny
2017-01-15,25.1,53.4,Sunny
2017-01-16,24.6,58.6,Cloudy
2017-01-17,21.8,79.8,Cloudy
2017-01-18,24.3,84.3,Rainy
2017-01-19,23.6,51.8,Sunny
2017-01-20,22.3,62.0,Cloudy
2017-01-21,22.6,57.2,Sunny
2017-01-22,21.6,55.5,Sunny
2017-01-23,13.5,60.2,Cloudy
2017-01-24,20.3,47.8,Cloudy
2017-01-25,25.7,56.8,Sunny
2017-01-26,23.9,48.6,Cloudy
2017-01-27,21.2,63.7,Sunny
2017-01-28,15.3,83.2,Rainy
2017-01-29,25.8,68.1,Cloudy
2017-01-30,18.4,76.4,Sunny
2017-01-31,22.6,58.5,Cloudy
2017-02-01,18.4,75.0,Rainy
2017-02-02,16.8,61.2,Sunny
2017-02-03,21.3,50.1,Cloudy
2017-02-04,24.3,35.9,Sunny
2017-02-05,21.9,57.4,Sunny
2017-02-06,28.1,62.2,Cloudy
2017-02-07,24.1,67.2,Sunny
2017-02-08,21.3,61.9,Cloudy
2017-02-09,22.3,75.5,Cloudy
2017-02-10,25.0,46.5,Sunny
2017-02-11,22.5,62.4,Sunny
2017-02-12,15.2,50.6,Cloudy
2017-02-13,21.7,43.6,Sunny
2017-02-14,19.9,59.6,Sunny
2017-02-15,22.1,62.3,Sunny
2017-02-16,21.4,53.5,Cloudy
2017-02-17,20.9,56.8,Sunny
2017-02-18,21.2,89.1,Rainy
2017-02-19,23.5,71.4,Cloudy
2017-02-20,18.5,68.5,Cloudy
2017-02-21,21.3,64.7,Cloudy
2017-02-22,21.0,81.2,Rainy
2017-02-23,17.5,95.9,Rainy
2017-02-24,22.1,65.8,Cloudy
2017-02-25,26.1,75.1,Rainy
2017-02-26,24.5,53.8,Cloudy
2017-02-27,13.4,90.3,Rainy
2017-02-28,21.4,47.7,Cloudy
2017-03-01,26.7,55.9,Sunny
2017-03-02,28.1,53.3,Cloudy
2017-03-03,32.1,75.0,Rainy
2017-03-04,28.5,50.4,Cloudy
2017-03-05,29.3,50.2,Sunny
2017-03-06,27.7,37.6,Sunny
2017-03-07,30.2,37.1,Sunny
2017-03-08,28.7,38.0,Sunny
2017-03-09,25.1,75.0,Rainy
2017-03-10,29.9,47.9,Cloudy
2017-03-11,24.2,56.0,Cloudy
2017-03-12,27.4,75.0,Rainy
2017-03-13,26.7,49.3,Sunny
2017-03-14,25.6,53.4,Cloudy
2017-03-15,30.2,48.2,Sunny
2017-03-16,24.0,34.0,Sunny
2017-03-17,22.4,60.1,Sunny
2017-03-18,29.2,34.2,Cloudy
2017-03-19,24.4,57.3,Cloudy
2017-03-20,21.4,75.0,Rainy
2017-03-21,26.8,56.9,Sunny
2017-03-22,23.4,69.8,Sunny
2017-03-23,32.9,51.0,Cloudy
2017-03-24,30.3,47.1,Sunny
2017-03-25,27.4,59.2,Sunny
2017-03-26,26.9,15.3,Cloudy
2017-03-27,24.2,53.6,Cloudy
2017-03-28,24.9,75.0,Rainy
2017-03-29,20.2,52.0,Sunny
2017-03-30,26.6,59.6,Sunny
2017-03-31,30.0,61.9,Cloudy
2017-04-01,28.3,60.5,Cloudy
2017-04-02,24.5,75.0,Rainy
2017-04-03,28.1,75.0,Rainy
2017-04-04,24.7,39.1,Cloudy
2017-04-05,31.7,58.2,Sunny
2017-04-06,22.8,43.2,Cloudy
2017-04-07,30.6,55.8,Cloudy
2017-04-08,30.4,47.5,Sunny
2017-04-09,32.4,32.8,Sunny
2017-04-10,28.3,41.9,Sunny
2017-04-11,29.4,44.3,Sunny
2017-04-12,30.0,35.0,Cloudy
2017-04-13,28.9,75.0,Rainy
2017-04-14,34.0,81.1,Cloudy
2017-04-15,31.2,60.0,Sunny
2017-04-16,28.7,55.0,Sunny
2017-04-17,26.7,56.8,Sunny
2017-04-18,26.3,39.0,Cloudy
2017-04-19,31.2,59.4,Sunny
2017-04-20,28.0,56.7,Cloudy
2017-04-21,29.4,44.7,Sunny
2017-04-22,27.1,49.3,Sunny
2017-04-23,27.8,54.5,Cloudy
2017-04-24,30.7,55.8,Sunny
2017-04-25,33.5,50.4,Sunny
2017-04-26,29.5,44.7,Sunny
2017-04-27,25.0,47.2,Sunny
2017-04-28,26.6,41.4,Cloudy
2017-04-29,29.1,58.1,Sunny
2017-04-30,30.1,36.3,Sunny
2017-05-01,28.2,43.6,Cloudy
2017-05-02,24.9,36.5,Sunny
2017-05-03,31.7,41.3,Cloudy
2017-05-04,26.4,32.9,Sunny
2017-05-05,26.7,48.4,Cloudy
2017-05-06,28.5,55.0,Sunny
2017-05-07,24.4,55.2,Cloudy
2017-05-08,26.8,52.6,Cloudy
2017-05-09,26.5,33.3,Sunny
2017-05-10,28.1,42.4,Cloudy
2017-05-11,32.5,43.9,Sunny
2017-05-12,22.5,40.7,Cloudy
2017-05-13,25.5,43.4,Sunny
2017-05-14,25.2,40.0,Sunny
2017-05-15,26.3,75.0,Rainy
2017-05-16,26.4,47.3,Sunny
2017-05-17,32.5,62.5,Cloudy
2017-05-18,30.4,38.5,Sunny
2017-05-19,23.3,59.3,Cloudy
2017-05-20,31.1,52.7,Sunny
2017-05-21,27.4,52.8,Sunny
2017-05-22,31.1,61.7,Cloudy
2017-05-23,28.1,47.4,Cloudy
2017-05-24,29.7,49.4,Cloudy
2017-05-25,26.8,54.2,Sunny
2017-05-26,25.9,75.0,Rainy
2017-05-27,28.9,51.9,Cloudy
2017-05-28,26.7,33.9,Sunny
2017-05-29,28.0,49.1,Sunny
2017-05-30,24.1,56.9,Sunny
2017-05-31,27.1,75.0,Rainy
2017-06-01,19.6,88.1,Rainy
2017-06-02,29.1,77.0,Cloudy
2017-06-03,22.3,82.4,Sunny
2017-06-04,25.2,84.5,Cloudy
2017-06-05,22.2,100.0,Rainy
2017-06-06,28.3,86.8,Cloudy
2017-06-07,19.7,95.4,Rainy
2017-06-08,22.5,100.0,Rainy
2017-06-09,21.6,66.2,Cloudy
2017-06-10,25.3,100.0,Rainy
2017-06-11,20.0,86.9,Cloudy
2017-06-12,19.2,59.6,Cloudy
2017-06-13,20.4,100.0,Rainy
2017-06-14,19.9,95.0,Rainy
2017-06-15,22.5,94.4,Cloudy
2017-06-16,19.9,90.1,Rainy
2017-06-17,26.4,83.4,Cloudy
2017-06-18,19.9,98.3,Rainy
2017-06-19,18.7,86.7,Rainy
2017-06-20,15.6,100.0,Rainy
2017-06-21,23.4,100.0,Rainy
2017-06-22,18.6,81.4,Rainy
2017-06-23,21.3,86.5,Rainy
2017-06-24,19.8,80.1,Cloudy
2017-06-25,26.8,84.8,Cloudy
2017-06-26,22.8,95.9,Cloudy
2017-06-27,23.4,85.7,Rainy
2017-06-28,18.9,100.0,Rainy
2017-06-29,24.9,100.0,Rainy
2017-06-30,21.2,99.2,Rainy
2017-07-01,21.3,91.9,Rainy
2017-07-02,17.7,100.0,Rainy
2017-07-03,17.9,89.4,Rainy
2017-07-04,22.3,99.5,Rainy
2017-07-05,17.2,76.2,Rainy
2017-07-06,25.3,100.0,Rainy
2017-07-07,16.1,80.0,Cloudy
2017-07-08,23.6,100.0,Rainy
2017-07-09,19.2,97.6,Rainy
2017-07-10,23.3,86.9,Rainy
2017-07-11,24.6,92.7,Rainy
2017-07-12,13.9,97.6,Rainy
2017-07-13,31.9,68.9,Cloudy
2017-07-14,18.7,100.0,Rainy
2017-07-15,24.8,97.6,Cloudy
2017-07-16,23.1,98.4,Rainy
2017-07-17,25.3,88.7,Rainy
2017-07-18,25.0,77.0,Cloudy
2017-07-19,19.6,94.4,Rainy
2017-07-20,21.2,100.0,Rainy
2017-07-21,20.2,97.1,Rainy
2017-07-22,23.1,93.5,Sunny
2017-07-23,16.4,100.0,Rainy
2017-07-24,18.2,80.3,Rainy
2017-07-25,22.2,57.9,Cloudy
2017-07-26,25.9,100.0,Rainy
2017-07-27,24.0,83.6,Rainy
2017-07-28,22.8,100.0,Rainy
2017-07-29,25.4,94.6,Cloudy
2017-07-30,24.3,100.0,Rainy
2017-07-31,25.2,71.4,Cloudy
2017-08-01,19.8,100.0,Rainy
2017-08-02,24.9,84.6,Sunny
2017-08-03,25.6,94.4,Cloudy
2017-08-04,24.6,89.4,Cloudy
2017-08-05,23.7,67.8,Cloudy
2017-08-06,19.5,88.5,Rainy
2017-08-07,19.7,88.1,Rainy
2017-08-08,22.0,100.0,Rainy
2017-08-09,22.7,90.2,Rainy
2017-08-10,25.5,90.3,Cloudy
2017-08-11,24.8,84.0,Rainy
2017-08-12,22.5,100.0,Rainy
2017-08-13,21.5,73.9,Cloudy
2017-08-14,23.4,81.3,Rainy
2017-08-15,27.1,85.4,Cloudy
2017-08-16,19.9,100.0,Rainy
2017-08-17,19.2,100.0,Rainy
2017-08-18,23.0,79.4,Rainy
2017-08-19,20.3,91.6,Cloudy
2017-08-20,23.0,87.3,Sunny
2017-08-21,20.6,100.0,Rainy
2017-08-22,26.3,86.1,Cloudy
2017-08-23,21.7,90.0,Rainy
2017-08-24,23.9,78.7,Cloudy
2017-08-25,18.6,86.4,Cloudy
2017-08-26,25.9,93.3,Cloudy
2017-08-27,27.2,100.0,Cloudy
2017-08-28,22.7,100.0,Rainy
2017-08-29,27.3,90.1,Rainy
2017-08-30,25.5,66.0,Sunny
2017-08-31,21.4,100.0,Rainy
2017-09-01,23.9,100.0,Rainy
2017-09-02,23.8,73.5,Cloudy
2017-09-03,20.8,94.8,Sunny
2017-09-04,24.0,67.2,Cloudy
2017-09-05,25.0,100.0,Rainy
2017-09-06,23.2,84.8,Rainy
2017-09-07,23.7,86.2,Rainy
2017-09-08,24.9,99.7,Rainy
2017-09-09,28.7,88.5,Cloudy
2017-09-10,19.1,100.0,Rainy
2017-09-11,22.7,83.5,Rainy
2017-09-12,22.5,100.0,Rainy
2017-09-13,20.6,93.5,Rainy
2017-09-14,21.6,78.5,Cloudy
2017-09-15,20.6,86.2,Cloudy
2017-09-16,23.5,82.1,Cloudy
2017-09-17,26.7,73.7,Sunny
2017-09-18,22.9,95.7,Rainy
2017-09-19,22.5,78.0,Sunny
2017-09-20,25.0,83.1,Sunny
2017-09-21,21.4,87.5,Rainy
2017-09-22,20.0,88.0,Rainy
2017-09-23,20.5,92.2,Rainy
2017-09-24,18.9,75.4,Cloudy
2017-09-25,18.4,84.6,Rainy
2017-09-26,20.9,89.2,Rainy
2017-09-27,20.6,96.8,Rainy
2017-09-28,20.9,98.3,Rainy
2017-09-29,21.9,86.5,Rainy
2017-09-30,26.1,97.8,Rainy
2017-10-01,20.6,100.0,Rainy
2017-10-02,17.7,67.8,Cloudy
2017-10-03,21.8,51.7,Cloudy
2017-10-04,18.4,36.8,Sunny
2017-10-05,27.5,68.1,Sunny
2017-10-06,20.8,68.1,Sunny
2017-10-07,19.2,83.5,Rainy
2017-10-08,27.1,59.3,Cloudy
2017-10-09,25.7,59.4,Cloudy
2017-10-10,21.2,70.5,Cloudy
2017-10-11,24.7,75.0,Rainy
2017-10-12,22.8,47.4,Sunny
2017-10-13,28.7,58.4,Cloudy
2017-10-14,15.7,68.6,Sunny
2017-10-15,20.7,75.0,Rainy
2017-10-16,17.3,75.0,Rainy
2017-10-17,20.4,68.3,Sunny
2017-10-18,20.2,79.5,Rainy
2017-10-19,25.7,54.9,Cloudy
2017-10-20,22.3,51.6,Sunny
2017-10-21,20.4,64.8,Sunny
2017-10-22,20.0,53.2,Sunny
2017-10-23,17.5,75.0,Rainy
2017-10-24,22.9,63.8,Sunny
2017-10-25,20.1,64.6,Cloudy
2017-10-26,19.9,57.4,Cloudy
2017-10-27,19.2,53.3,Cloudy
2017-10-28,21.8,68.9,Cloudy
2017-10-29,20.2,64.6,Cloudy
2017-10-30,27.8,46.0,Sunny
2017-10-31,20.4,73.9,Sunny
2017-11-01,20.2,48.9,Sunny
2017-11-02,24.3,62.2,Sunny
2017-11-03,18.0,75.0,Rainy
2017-11-04,15.7,77.2,Sunny
2017-11-05,15.3,75.0,Rainy
2017-11-06,20.3,63.3,Sunny
2017-11-07,19.6,54.5,Cloudy
2017-11-08,20.6,72.6,Sunny
2017-11-09,23.0,55.5,Cloudy
2017-11-10,24.1,78.5,Sunny
2017-11-11,18.1,75.0,Rainy
2017-11-12,22.3,73.0,Sunny
2017-11-13,17.9,75.0,Rainy
2017-11-14,22.3,62.5,Sunny
2017-11-15,24.1,45.4,Sunny
2017-11-16,24.6,55.4,Sunny
2017-11-17,23.0,65.3,Cloudy
2017-11-18,24.6,74.7,Sunny
2017-11-19,16.7,75.0,Rainy
2017-11-20,17.1,56.1,Cloudy
2017-11-21,20.6,48.5,Sunny
2017-11-22,21.0,75.0,Rainy
2017-11-23,21.8,64.8,Sunny
2017-11-24,21.4,43.7,Sunny
2017-11-25,24.5,68.2,Sunny
2017-11-26,19.2,77.5,Cloudy
2017-11-27,21.2,65.9,Sunny
2017-11-28,17.5,75.0,Rainy
2017-11-29,19.5,41.2,Sunny
2017-11-30,23.1,54.3,Sunny
2017-12-01,21.8,41.5,Cloudy
2017-12-02,15.9,94.9,Rainy
2017-12-03,22.4,49.9,Sunny
2017-12-04,25.8,51.5,Sunny
2017-12-05,27.7,68.1,Sunny
2017-12-06,15.0,75.0,Rainy
2017-12-07,21.4,80.1,Rainy
2017-12-08,16.6,99.1,Rainy
2017-12-09,22.4,53.2,Sunny
2017-12-10,22.2,57.9,Sunny
2017-12-11,16.8,65.8,Sunny
2017-12-12,14.3,75.0,Rainy
2017-12-13,22.4,57.0,Cloudy
2017-12-14,23.7,46.6,Cloudy
2017-12-15,16.4,70.3,Sunny
2017-12-16,21.7,73.3,Cloudy
2017-12-17,25.5,54.8,Cloudy
2017-12-18,17.4,31.7,Sunny
2017-12-19,20.3,47.0,Sunny
2017-12-20,20.8,71.5,Cloudy
2017-12-21,21.2,75.0,Rainy
2017-12-22,22.6,64.5,Sunny
2017-12-23,21.9,54.9,Cloudy
2017-12-24,23.4,50.2,Sunny
2017-12-25,25.2,80.0,Rainy
2017-12-26,19.1,57.9,Sunny
2017-12-27,20.5,79.9,Rainy
2017-12-28,24.1,39.5,Cloudy
2017-12-29,23.2,64.3,Sunny
2017-12-30,15.9,75.0,Rainy
2017-12-31,18.8,42.1,Sunny
2018-01-01,20.3,62.0,Cloudy
2018-01-02,20.9,56.5,Sunny
2018-01-03,19.7,75.0,Rainy
2018-01-04,22.5,70.2,Cloudy
2018-01-05,27.3,60.2,Sunny
2018-01-06,23.1,57.4,Sunny
2018-01-07,22.7,66.9,Sunny
2018-01-08,26.4,54.4,Sunny
2018-01-09,19.8,78.2,Sunny
2018-01-10,21.1,62.7,Sunny
2018-01-11,25.6,61.4,Cloudy
2018-01-12,24.2,57.9,Cloudy
2018-01-13,21.8,72.2,Sunny
2018-01-14,24.0,42.4,Cloudy
2018-01-15,21.7,64.2,Sunny
2018-01-16,25.9,48.2,Sunny
2018-01-17,21.6,65.8,Sunny
2018-01-18,22.2,56.6,Sunny
2018-01-19,19.8,63.6,Sunny
2018-01-20,23.3,48.5,Cloudy
2018-01-21,23.4,41.3,Cloudy
2018-01-22,21.0,56.6,Cloudy
2018-01-23,21.2,77.5,Rainy
2018-01-24,17.5,75.0,Rainy
2018-01-25,23.1,91.6,Rainy
2018-01-26,20.9,54.9,Sunny
2018-01-27,19.6,82.4,Rainy
2018-01-28,22.3,54.8,Cloudy
2018-01-29,20.2,75.0,Rainy
2018-01-30,18.0,85.0,Rainy
2018-01-31,16.8,74.9,Sunny
2018-02-01,16.8,63.4,Sunny
2018-02-02,23.4,57.3,Cloudy
2018-02-03,20.1,60.7,Cloudy
2018-02-04,23.3,64.7,Cloudy
2018-02-05,23.9,54.5,Sunny
2018-02-06,21.7,51.0,Cloudy
2018-02-07,22.0,75.0,Rainy
2018-02-08,13.3,56.3,Cloudy
2018-02-09,22.0,75.0,Rainy
2018-02-10,26.0,63.1,Sunny
2018-02-11,21.5,58.3,Cloudy
2018-02-12,18.5,42.5,Sunny
2018-02-13,24.7,75.0,Rainy
2018-02-14,18.0,67.8,Sunny
2018-02-15,21.1,66.1,Cloudy
2018-02-16,17.6,55.0,Sunny
2018-02-17,23.5,69.7,Sunny
2018-02-18,18.7,56.7,Sunny
2018-02-19,26.2,48.6,Cloudy
2018-02-20,24.7,78.3,Sunny
2018-02-21,21.2,41.7,Sunny
2018-02-22,17.4,41.2,Cloudy
2018-02-23,25.4,62.1,Cloudy
2018-02-24,22.6,64.3,Sunny
2018-02-25,24.4,78.0,Rainy
2018-02-26,19.1,53.2,Sunny
2018-02-27,21.8,75.0,Rainy
2018-02-28,24.7,64.5,Cloudy
2018-03-01,30.7,66.9,Sunny
2018-03-02,30.2,67.8,Cloudy
2018-03-03,30.8,42.3,Cloudy
2018-03-04,24.8,57.6,Sunny
2018-03-05,23.6,75.0,Rainy
2018-03-06,28.9,40.1,Sunny
2018-03-07,27.1,28.9,Sunny
2018-03-08,24.7,75.0,Rainy
2018-03-09,25.4,75.0,Rainy
2018-03-10,24.8,69.1,Sunny
2018-03-11,26.4,41.3,Sunny
2018-03-12,28.6,59.4,Sunny
2018-03-13,23.7,75.0,Rainy
2018-03-14,23.0,60.6,Sunny
2018-03-15,24.8,47.2,Sunny
2018-03-16,28.7,31.4,Sunny
2018-03-17,28.3,51.5,Sunny
2018-03-18,29.1,51.5,Cloudy
2018-03-19,30.0,38.6,Sunny
2018-03-20,27.3,50.5,Sunny
2018-03-21,31.5,37.5,Sunny
2018-03-22,23.4,75.0,Rainy
2018-03-23,25.7,52.9,Cloudy
2018-03-24,28.6,75.0,Rainy
2018-03-25,22.1,75.0,Rainy
2018-03-26,31.5,51.3,Sunny
2018-03-27,27.8,92.7,Rainy
2018-03-28,21.5,58.8,Sunny
2018-03-29,21.8,75.0,Rainy
2018-03-30,26.1,47.1,Cloudy
2018-03-31,27.9,52.7,Sunny
2018-04-01,31.8,53.4,Cloudy
2018-04-02,25.5,33.7,Sunny
2018-04-03,22.5,76.4,Rainy
2018-04-04,25.2,53.3,Sunny
2018-04-05,31.3,60.6,Sunny
2018-04-06,28.0,60.8,Sunny
2018-04-07,22.5,75.0,Rainy
2018-04-08,26.6,32.6,Sunny
2018-04-09,24.9,75.0,Rainy
2018-04-10,35.7,43.6,Sunny
2018-04-11,28.6,41.0,Sunny
2018-04-12,30.0,37.3,Sunny
2018-04-13,28.0,44.1,Sunny
2018-04-14,25.5,39.2,Sunny
2018-04-15,32.8,55.7,Cloudy
2018-04-16,26.4,71.6,Cloudy
2018-04-17,29.5,68.0,Cloudy
2018-04-18,26.9,48.4,Sunny
2018-04-19,24.9,62.3,Sunny
2018-04-20,32.3,44.2,Sunny
2018-04-21,30.0,48.6,Cloudy
2018-04-22,28.7,40.2,Sunny
2018-04-23,26.2,48.3,Cloudy
2018-04-24,24.2,50.2,Sunny
2018-04-25,22.5,75.0,Rainy
2018-04-26,27.4,59.6,Cloudy
2018-04-27,25.9,69.5,Sunny
2018-04-28,28.5,55.1,Sunny
2018-04-29,27.8,38.0,Sunny
2018-04-30,22.6,64.9,Cloudy
2018-05-01,27.2,40.4,Cloudy
2018-05-02,23.5,75.0,Rainy
2018-05-03,34.5,61.9,Sunny
2018-05-04,22.5,59.2,Sunny
2018-05-05,25.6,50.8,Sunny
2018-05-06,27.4,58.0,Cloudy
2018-05-07,27.8,49.2,Cloudy
2018-05-08,25.7,51.7,Sunny
2018-05-09,29.5,64.9,Sunny
2018-05-10,27.9,41.7,Sunny
2018-05-11,29.5,55.7,Cloudy
2018-05-12,27.7,75.0,Rainy
2018-05-13,29.3,24.7,Sunny
2018-05-14,28.6,54.7,Sunny
2018-05-15,26.0,46.0,Cloudy
2018-05-16,22.2,80.3,Rainy
2018-05-17,30.5,52.1,Cloudy
2018-05-18,25.1,75.0,Rainy
2018-05-19,29.3,54.2,Sunny
2018-05-20,31.4,44.4,Sunny
2018-05-21,29.3,61.0,Sunny
2018-05-22,23.4,67.5,Sunny
2018-05-23,34.8,58.9,Cloudy
2018-05-24,31.3,69.4,Cloudy
2018-05-25,28.4,43.9,Sunny
2018-05-26,23.4,51.3,Sunny
2018-05-27,27.7,42.0,Cloudy
2018-05-28,26.4,44.5,Cloudy
2018-05-29,27.6,44.4,Sunny
2018-05-30,20.9,46.6,Sunny
2018-05-31,26.1,75.0,Rainy
2018-06-01,22.4,87.7,Rainy
2018-06-02,24.5,90.2,Sunny
2018-06-03,28.3,100.0,Rainy
2018-06-04,20.6,92.8,Rainy
2018-06-05,17.1,96.2,Rainy
2018-06-06,24.9,75.0,Rainy
2018-06-07,18.7,100.0,Rainy
2018-06-08,20.9,94.4,Rainy
2018-06-09,24.3,85.1,Cloudy
2018-06-10,19.2,79.0,Rainy
2018-06-11,23.9,100.0,Rainy
2018-06-12,24.4,94.5,Rainy
2018-06-13,21.3,66.9,Cloudy
2018-06-14,22.1,95.5,Rainy
2018-06-15,19.4,63.0,Sunny
2018-06-16,23.5,89.7,Rainy
2018-06-17,20.3,100.0,Rainy
2018-06-18,25.3,84.8,Cloudy
2018-06-19,22.5,91.3,Rainy
2018-06-20,25.8,75.0,Rainy
2018-06-21,22.5,95.1,Rainy
2018-06-22,19.1,100.0,Rainy
2018-06-23,26.1,83.3,Rainy
2018-06-24,16.5,84.5,Rainy
2018-06-25,18.5,97.6,Rainy
2018-06-26,28.3,100.0,Rainy
2018-06-27,25.6,88.8,Rainy
2018-06-28,24.6,84.2,Rainy
2018-06-29,26.0,88.3,Cloudy
2018-06-30,18.7,94.6,Rainy
2018-07-01,27.4,80.3,Rainy
2018-07-02,18.5,79.7,Cloudy
2018-07-03,24.2,76.4,Sunny
2018-07-04,21.7,82.0,Rainy
2018-07-05,24.6,100.0,Rainy
2018-07-06,24.9,95.5,Rainy
2018-07-07,24.8,96.8,Rainy
2018-07-08,23.1,93.1,Cloudy
2018-07-09,22.4,100.0,Rainy
2018-07-10,19.5,88.6,Rainy
2018-07-11,23.6,76.7,Rainy
2018-07-12,27.8,82.8,Rainy
2018-07-13,17.5,95.9,Rainy
2018-07-14,25.7,91.0,Rainy
2018-07-15,28.0,91.8,Cloudy
2018-07-16,30.9,65.2,Cloudy
2018-07-17,25.4,82.0,Sunny
2018-07-18,21.1,90.1,Cloudy
2018-07-19,21.2,99.5,Rainy
2018-07-20,28.1,95.0,Rainy
2018-07-21,24.4,100.0,Rainy
2018-07-22,20.0,75.8,Sunny
2018-07-23,23.7,96.9,Rainy
2018-07-24,26.1,87.3,Cloudy
2018-07-25,21.7,99.2,Rainy
2018-07-26,25.6,100.0,Rainy
2018-07-27,22.1,80.4,Rainy
2018-07-28,29.7,70.5,Cloudy
2018-07-29,20.5,80.8,Rainy
2018-07-30,25.8,73.7,Sunny
2018-07-31,28.0,73.1,Cloudy
2018-08-01,23.0,83.7,Sunny
2018-08-02,17.5,83.4,Rainy
2018-08-03,19.0,94.6,Rainy
2018-08-04,27.0,74.1,Cloudy
2018-08-05,26.3,75.7,Cloudy
2018-08-06,22.3,84.2,Cloudy
2018-08-07,22.4,98.6,Rainy
2018-08-08,28.7,95.1,Rainy
2018-08-09,22.9,72.7,Cloudy
2018-08-10,23.6,83.4,Cloudy
2018-08-11,26.2,85.9,Sunny
2018-08-12,24.5,90.7,Rainy
2018-08-13,27.1,88.7,Cloudy
2018-08-14,23.7,91.3,Rainy
2018-08-15,22.2,93.5,Rainy
2018-08-16,20.9,100.0,Rainy
2018-08-17,22.5,100.0,Rainy
2018-08-18,24.3,98.1,Cloudy
2018-08-19,27.8,78.5,Cloudy
2018-08-20,22.2,83.1,Cloudy
2018-08-21,25.7,100.0,Rainy
2018-08-22,23.1,100.0,Rainy
2018-08-23,24.8,92.8,Rainy
2018-08-24,24.2,81.9,Cloudy
2018-08-25,21.3,71.6,Sunny
2018-08-26,25.0,87.7,Rainy
2018-08-27,23.3,95.4,Rainy
2018-08-28,17.9,82.5,Rainy
2018-08-29,25.0,93.4,Rainy
2018-08-30,20.6,80.2,Sunny
2018-08-31,23.5,78.9,Cloudy
2018-09-01,17.3,100.0,Rainy
2018-09-02,22.1,85.8,Cloudy
2018-09-03,19.0,100.0,Rainy
2018-09-04,24.6,86.7,Rainy
2018-09-05,26.7,63.3,Sunny
2018-09-06,24.4,93.8,Rainy
2018-09-07,17.8,90.9,Rainy
2018-09-08,19.9,100.0,Rainy
2018-09-09,24.4,77.1,Sunny
2018-09-10,19.0,93.2,Rainy
2018-09-11,20.3,65.1,Cloudy
2018-09-12,20.2,98.3,Rainy
2018-09-13,23.7,75.5,Cloudy
2018-09-14,21.9,60.3,Cloudy
2018-09-15,27.4,80.3,Cloudy
2018-09-16,22.8,94.8,Rainy
2018-09-17,24.7,63.7,Sunny
2018-09-18,19.1,100.0,Rainy
2018-09-19,19.7,74.8,Cloudy
2018-09-20,25.0,90.0,Rainy
2018-09-21,18.8,87.1,Rainy
2018-09-22,16.7,99.7,Rainy
2018-09-23,26.8,77.0,Sunny
2018-09-24,15.8,94.1,Rainy
2018-09-25,18.8,84.4,Rainy
2018-09-26,23.4,89.5,Rainy
2018-09-27,19.3,98.2,Rainy
2018-09-28,22.5,100.0,Rainy
2018-09-29,23.4,82.2,Cloudy
2018-09-30,24.0,76.7,Cloudy
2018-10-01,20.1,51.1,Cloudy
2018-10-02,17.8,44.0,Sunny
2018-10-03,21.5,75.0,Rainy
2018-10-04,22.1,40.3,Sunny
2018-10-05,22.4,88.0,Rainy
2018-10-06,19.4,61.0,Cloudy
